easting,northing,line_id,magnetic_nt,gravity_mgal,height_m
458350.0,8648150.0,L018,10.069257,-0.054865,1027.341
458450.0,8648150.0,L018,11.035390,0.029538,1023.829
458550.0,8648150.0,L018,11.902501,0.113124,1020.532
458650.0,8648150.0,L018,12.651531,0.195537,1017.465
458750.0,8648150.0,L018,13.267771,0.276461,1014.640
458850.0,8648150.0,L018,13.741409,0.355622,1012.059
458950.0,8648150.0,L018,14.067888,0.432782,1009.717
459050.0,8648150.0,L018,14.248076,0.507747,1007.606
459150.0,8648150.0,L018,14.288233,0.580360,1005.711
459250.0,8648150.0,L018,14.199785,0.650502,1004.013
459350.0,8648150.0,L018,13.998895,0.718092,1002.490
459450.0,8648150.0,L018,13.705875,0.783080,1001.119
459550.0,8648150.0,L018,13.344432,0.845447,999.872
450050.0,8647750.0,L022,-21.490668,-1.110775,965.410
450150.0,8647750.0,L022,-21.798741,-1.073010,966.416
450250.0,8647750.0,L022,-22.014216,-1.033599,967.540
450350.0,8647750.0,L022,-22.104123,-0.992422,968.778
450450.0,8647750.0,L022,-22.036121,-0.949366,970.123
450550.0,8647750.0,L022,-21.778756,-0.904329,971.569
450650.0,8647750.0,L022,-21.301607,-0.857227,973.108
450750.0,8647750.0,L022,-20.575377,-0.807995,974.730
450850.0,8647750.0,L022,-19.571968,-0.756594,976.427
450950.0,8647750.0,L022,-18.264665,-0.703015,978.186
451050.0,8647750.0,L022,-16.628486,-0.647283,979.997
451150.0,8647750.0,L022,-14.640825,-0.589465,981.847
451250.0,8647750.0,L022,-12.282466,-0.529669,983.724
451350.0,8647750.0,L022,-9.539022,-0.468053,985.613
451450.0,8647750.0,L022,-6.402813,-0.404828,987.501
451550.0,8647750.0,L022,-2.875132,-0.340257,989.376
451650.0,8647750.0,L022,1.031223,-0.274663,991.222
451750.0,8647750.0,L022,5.289374,-0.208424,993.026
451850.0,8647750.0,L022,9.855985,-0.141975,994.776
451950.0,8647750.0,L022,14.669442,-0.075809,996.460
452050.0,8647750.0,L022,19.648912,-0.010470,998.066
452150.0,8647750.0,L022,24.694619,0.053451,999.585
452250.0,8647750.0,L022,29.689591,0.115318,1001.007
452350.0,8647750.0,L022,34.503040,0.174461,1002.327
452450.0,8647750.0,L022,38.995355,0.230186,1003.540
452550.0,8647750.0,L022,43.024552,0.281779,1004.644
452650.0,8647750.0,L022,46.453798,0.328524,1005.640
452750.0,8647750.0,L022,49.159522,0.369708,1006.530
452850.0,8647750.0,L022,51.039444,0.404640,1007.321
452950.0,8647750.0,L022,52.019840,0.432662,1008.023
453050.0,8647750.0,L022,52.061356,0.453157,1008.648
453150.0,8647750.0,L022,51.162788,0.465572,1009.214
453250.0,8647750.0,L022,49.362396,0.469419,1009.739
453350.0,8647750.0,L022,46.736567,0.464298,1010.247
453450.0,8647750.0,L022,43.395858,0.449898,1010.764
453550.0,8647750.0,L022,39.478720,0.426012,1011.320
453650.0,8647750.0,L022,35.143420,0.392543,1011.944
453750.0,8647750.0,L022,30.558816,0.349509,1012.672
453850.0,8647750.0,L022,25.894754,0.297050,1013.538
453950.0,8647750.0,L022,21.312836,0.235425,1014.577
454050.0,8647750.0,L022,16.958258,0.165015,1015.824
454150.0,8647750.0,L022,12.953249,0.086322,1017.314
454250.0,8647750.0,L022,9.392496,-0.000040,1019.076
454350.0,8647750.0,L022,6.340694,-0.093349,1021.140
454450.0,8647750.0,L022,3.832216,-0.192781,1023.529
454550.0,8647750.0,L022,1.872674,-0.297427,1026.260
454650.0,8647750.0,L022,0.442043,-0.406296,1029.344
454750.0,8647750.0,L022,-0.501060,-0.518337,1032.785
454850.0,8647750.0,L022,-1.014406,-0.632443,1036.576
454950.0,8647750.0,L022,-1.166914,-0.747477,1040.702
455050.0,8647750.0,L022,-1.033526,-0.862277,1045.139
455150.0,8647750.0,L022,-0.690502,-0.975678,1049.852
455250.0,8647750.0,L022,-0.211356,-1.086525,1054.795
455350.0,8647750.0,L022,0.336431,-1.193688,1059.914
455450.0,8647750.0,L022,0.893879,-1.296078,1065.146
455550.0,8647750.0,L022,1.412165,-1.392659,1070.419
455650.0,8647750.0,L022,1.853524,-1.482460,1075.656
455750.0,8647750.0,L022,2.191497,-1.564591,1080.775
455850.0,8647750.0,L022,2.410631,-1.638249,1085.690
455950.0,8647750.0,L022,2.505748,-1.702728,1090.316
456050.0,8647750.0,L022,2.480880,-1.757425,1094.568
456150.0,8647750.0,L022,2.347985,-1.801850,1098.366
456250.0,8647750.0,L022,2.125507,-1.835625,1101.635
456350.0,8647750.0,L022,1.836872,-1.858488,1104.310
456450.0,8647750.0,L022,1.508951,-1.870296,1106.334
456550.0,8647750.0,L022,1.170564,-1.871017,1107.662
456650.0,8647750.0,L022,0.851039,-1.860738,1108.263
456750.0,8647750.0,L022,0.578868,-1.839649,1108.120
456850.0,8647750.0,L022,0.380501,-1.808047,1107.230
456950.0,8647750.0,L022,0.279267,-1.766322,1105.603
457050.0,8647750.0,L022,0.294482,-1.714953,1103.266
457150.0,8647750.0,L022,0.440735,-1.654500,1100.257
457250.0,8647750.0,L022,0.727373,-1.585589,1096.627
457350.0,8647750.0,L022,1.158198,-1.508904,1092.437
457450.0,8647750.0,L022,1.731374,-1.425179,1087.757
457550.0,8647750.0,L022,2.439546,-1.335182,1082.664
457650.0,8647750.0,L022,3.270159,-1.239706,1077.239
457750.0,8647750.0,L022,4.205968,-1.139559,1071.564
457850.0,8647750.0,L022,5.225709,-1.035550,1065.723
457950.0,8647750.0,L022,6.304922,-0.928483,1059.798
458050.0,8647750.0,L022,7.416878,-0.819141,1053.864
458150.0,8647750.0,L022,8.533586,-0.708285,1047.995
458250.0,8647750.0,L022,9.626845,-0.596639,1042.255
458350.0,8647750.0,L022,10.669290,-0.484888,1036.701
458450.0,8647750.0,L022,11.635415,-0.373668,1031.380
458550.0,8647750.0,L022,12.502517,-0.263564,1026.333
458650.0,8647750.0,L022,13.251541,-0.155106,1021.588
458750.0,8647750.0,L022,13.867777,-0.048766,1017.167
458850.0,8647750.0,L022,14.341412,0.055046,1013.082
458950.0,8647750.0,L022,14.667889,0.155977,1009.335
459050.0,8647750.0,L022,14.848076,0.253737,1005.924
459150.0,8647750.0,L022,14.888233,0.348090,1002.839
459250.0,8647750.0,L022,14.799785,0.438861,1000.065
459350.0,8647750.0,L022,14.598895,0.525924,997.582
459450.0,8647750.0,L022,14.305875,0.609205,995.367
459550.0,8647750.0,L022,13.944432,0.688675,993.395
450050.0,8647350.0,L026,-20.841728,-1.051114,978.784
450150.0,8647350.0,L026,-21.124655,-1.003360,979.816
450250.0,8647350.0,L026,-21.303616,-0.952652,980.918
450350.0,8647350.0,L026,-21.341297,-0.898769,982.090
450450.0,8647350.0,L026,-21.199723,-0.841500,983.331
450550.0,8647350.0,L026,-20.840295,-0.780656,984.636
450650.0,8647350.0,L026,-20.223735,-0.716073,986.002
450750.0,8647350.0,L026,-19.310025,-0.647618,987.423
450850.0,8647350.0,L026,-18.058446,-0.575206,988.895
450950.0,8647350.0,L026,-16.427834,-0.498797,990.410
451050.0,8647350.0,L026,-14.377219,-0.418412,991.961
451150.0,8647350.0,L026,-11.866965,-0.334140,993.539
451250.0,8647350.0,L026,-8.860554,-0.246143,995.135
451350.0,8647350.0,L026,-5.327069,-0.154665,996.739
451450.0,8647350.0,L026,-1.244392,-0.060038,998.340
451550.0,8647350.0,L026,3.396991,0.037313,999.930
451650.0,8647350.0,L026,8.589776,0.136867,1001.495
451750.0,8647350.0,L026,14.305542,0.238008,1003.026
451850.0,8647350.0,L026,20.490794,0.340021,1004.513
451950.0,8647350.0,L026,27.063854,0.442097,1005.945
452050.0,8647350.0,L026,33.913125,0.543339,1007.313
452150.0,8647350.0,L026,40.897231,0.642769,1008.610
452250.0,8647350.0,L026,47.847433,0.739338,1009.828
452350.0,8647350.0,L026,54.572545,0.831937,1010.965
452450.0,8647350.0,L026,60.866349,0.919415,1012.015
452550.0,8647350.0,L026,66.517258,1.000592,1012.980
452650.0,8647350.0,L026,71.319664,1.074280,1013.862
452750.0,8647350.0,L026,75.086209,1.139304,1014.666
452850.0,8647350.0,L026,77.660011,1.194518,1015.401
452950.0,8647350.0,L026,78.925774,1.238835,1016.077
453050.0,8647350.0,L026,78.818768,1.271239,1016.712
453150.0,8647350.0,L026,77.330782,1.290813,1017.323
453250.0,8647350.0,L026,74.512398,1.296760,1017.934
453350.0,8647350.0,L026,70.471279,1.288415,1018.570
453450.0,8647350.0,L026,65.366526,1.265268,1019.260
453550.0,8647350.0,L026,59.399535,1.226978,1020.037
453650.0,8647350.0,L026,52.802099,1.173382,1020.936
453750.0,8647350.0,L026,45.822774,1.104504,1021.992
453850.0,8647350.0,L026,38.712616,1.020563,1023.244
453950.0,8647350.0,L026,31.711434,0.921972,1024.728
454050.0,8647350.0,L026,25.035596,0.809338,1026.484
454150.0,8647350.0,L026,18.868210,0.683455,1028.545
454250.0,8647350.0,L026,13.352220,0.545297,1030.945
454350.0,8647350.0,L026,8.586697,0.396005,1033.712
454450.0,8647350.0,L026,4.626246,0.236872,1036.868
454550.0,8647350.0,L026,1.483249,0.069326,1040.429
454650.0,8647350.0,L026,-0.867572,-0.105090,1044.402
454750.0,8647350.0,L026,-2.482886,-0.284738,1048.788
454850.0,8647350.0,L026,-3.443471,-0.467913,1053.574
454950.0,8647350.0,L026,-3.846538,-0.652861,1058.738
455050.0,8647350.0,L026,-3.798274,-0.837804,1064.246
455150.0,8647350.0,L026,-3.407021,-1.020969,1070.054
455250.0,8647350.0,L026,-2.777452,-1.200605,1076.106
455350.0,8647350.0,L026,-2.005912,-1.375014,1082.333
455450.0,8647350.0,L026,-1.177004,-1.542564,1088.659
455550.0,8647350.0,L026,-0.361373,-1.701715,1094.998
455650.0,8647350.0,L026,0.385405,-1.851035,1101.257
455750.0,8647350.0,L026,1.023002,-1.989217,1107.338
455850.0,8647350.0,L026,1.525757,-2.115093,1113.140
455950.0,8647350.0,L026,1.881526,-2.227644,1118.561
456050.0,8647350.0,L026,2.090128,-2.326012,1123.503
456150.0,8647350.0,L026,2.161548,-2.409505,1127.870
456250.0,8647350.0,L026,2.114002,-2.477598,1131.576
456350.0,8647350.0,L026,1.971987,-2.529941,1134.542
456450.0,8647350.0,L026,1.764353,-2.566353,1136.704
456550.0,8647350.0,L026,1.522483,-2.586819,1138.009
456650.0,8647350.0,L026,1.278588,-2.591488,1138.420
456750.0,8647350.0,L026,1.064161,-2.580662,1137.918
456850.0,8647350.0,L026,0.908603,-2.554787,1136.500
456950.0,8647350.0,L026,0.838034,-2.514445,1134.179
457050.0,8647350.0,L026,0.874315,-2.460339,1130.985
457150.0,8647350.0,L026,1.034278,-2.393277,1126.966
457250.0,8647350.0,L026,1.329188,-2.314165,1122.180
457350.0,8647350.0,L026,1.764429,-2.223982,1116.702
457450.0,8647350.0,L026,2.339427,-2.123773,1110.613
457550.0,8647350.0,L026,3.047792,-2.014627,1104.006
457650.0,8647350.0,L026,3.877676,-1.897666,1096.976
457750.0,8647350.0,L026,4.812324,-1.774024,1089.625
457850.0,8647350.0,L026,5.830792,-1.644838,1082.051
457950.0,8647350.0,L026,6.908806,-1.511230,1074.353
458050.0,8647350.0,L026,8.019732,-1.374296,1066.627
458150.0,8647350.0,L026,9.135610,-1.235092,1058.960
458250.0,8647350.0,L026,10.228234,-1.094626,1051.432
458350.0,8647350.0,L026,11.270213,-0.953846,1044.117
458450.0,8647350.0,L026,12.236011,-0.813635,1037.077
458550.0,8647350.0,L026,13.102891,-0.674800,1030.363
458650.0,8647350.0,L026,13.851768,-0.538073,1024.017
458750.0,8647350.0,L026,14.467911,-0.404106,1018.070
458850.0,8647350.0,L026,14.941489,-0.273466,1012.544
458950.0,8647350.0,L026,15.267932,-0.146638,1007.450
459050.0,8647350.0,L026,15.448099,-0.024025,1002.790
459150.0,8647350.0,L026,15.488246,0.094050,998.561
459250.0,8647350.0,L026,15.399791,0.207341,994.752
459350.0,8647350.0,L026,15.198898,0.315674,991.346
459450.0,8647350.0,L026,14.905876,0.418944,988.321
459550.0,8647350.0,L026,14.544432,0.517108,985.655
450050.0,8646950.0,L030,-20.190289,-0.970955,993.958
450150.0,8646950.0,L030,-20.446817,-0.909756,995.196
450250.0,8646950.0,L030,-20.587465,-0.843840,996.469
450350.0,8646950.0,L030,-20.570381,-0.772843,997.780
450450.0,8646950.0,L030,-20.351716,-0.696424,999.130
450550.0,8646950.0,L030,-19.885432,-0.614268,1000.520
450650.0,8646950.0,L030,-19.123048,-0.526099,1001.948
450750.0,8646950.0,L030,-18.013444,-0.431694,1003.414
450850.0,8646950.0,L030,-16.502861,-0.330892,1004.914
450950.0,8646950.0,L030,-14.535287,-0.223610,1006.444
451050.0,8646950.0,L030,-12.053401,-0.109854,1008.000
451150.0,8646950.0,L030,-9.000285,0.010266,1009.575
451250.0,8646950.0,L030,-5.322049,0.136527,1011.163
451350.0,8646950.0,L030,-0.971454,0.268583,1012.755
451450.0,8646950.0,L030,4.087473,0.405949,1014.342
451550.0,8646950.0,L030,9.873982,0.548001,1015.915
451650.0,8646950.0,L030,16.384590,0.693968,1017.463
451750.0,8646950.0,L030,23.586980,0.842929,1018.977
451850.0,8646950.0,L030,31.414393,0.993815,1020.446
451950.0,8646950.0,L030,39.761217,1.145414,1021.861
452050.0,8646950.0,L030,48.480494,1.296378,1023.212
452150.0,8646950.0,L030,57.384040,1.445235,1024.490
452250.0,8646950.0,L030,66.245715,1.590402,1025.691
452350.0,8646950.0,L030,74.808150,1.730211,1026.808
452450.0,8646950.0,L030,82.792929,1.862925,1027.838
452550.0,8646950.0,L030,89.913858,1.986764,1028.782
452650.0,8646950.0,L030,95.892578,2.099939,1029.642
452750.0,8646950.0,L030,100.475431,2.200677,1030.424
452850.0,8646950.0,L030,103.450273,2.287254,1031.137
452950.0,8646950.0,L030,104.661763,2.358031,1031.794
453050.0,8646950.0,L030,104.023720,2.411482,1032.412
453150.0,8646950.0,L030,101.527311,2.446229,1033.012
453250.0,8646950.0,L030,97.244199,2.461071,1033.618
453350.0,8646950.0,L030,91.324191,2.455012,1034.259
453450.0,8646950.0,L030,83.987481,2.427287,1034.967
453550.0,8646950.0,L030,75.512070,2.377380,1035.777
453650.0,8646950.0,L030,66.217395,2.305044,1036.727
453750.0,8646950.0,L030,56.445540,2.210309,1037.858
453850.0,8646950.0,L030,46.541588,2.093491,1039.210
453950.0,8646950.0,L030,36.834683,1.955194,1040.824
454050.0,8646950.0,L030,27.621221,1.796302,1042.741
454150.0,8646950.0,L030,19.151330,1.617973,1044.999
454250.0,8646950.0,L030,11.619392,1.421624,1047.633
454350.0,8646950.0,L030,5.158973,1.208910,1050.672
454450.0,8646950.0,L030,-0.157905,0.981701,1054.141
454550.0,8646950.0,L030,-4.317564,0.742056,1058.054
454650.0,8646950.0,L030,-7.358250,0.492192,1062.421
454750.0,8646950.0,L030,-9.361350,0.234452,1067.236
454850.0,8646950.0,L030,-10.441205,-0.028732,1072.487
454950.0,8646950.0,L030,-10.734424,-0.294869,1078.146
455050.0,8646950.0,L030,-10.389510,-0.561450,1084.175
455150.0,8646950.0,L030,-9.557450,-0.825980,1090.523
455250.0,8646950.0,L030,-8.383725,-1.086011,1097.126
455350.0,8646950.0,L030,-7.002006,-1.339175,1103.908
455450.0,8646950.0,L030,-5.529621,-1.583216,1110.782
455550.0,8646950.0,L030,-4.064736,-1.816014,1117.653
455650.0,8646950.0,L030,-2.685073,-2.035611,1124.416
455750.0,8646950.0,L030,-1.447910,-2.240231,1130.963
455850.0,8646950.0,L030,-0.391093,-2.428300,1137.180
455950.0,8646950.0,L030,0.465237,-2.598456,1142.956
456050.0,8646950.0,L030,1.116443,-2.749564,1148.180
456150.0,8646950.0,L030,1.570951,-2.880718,1152.747
456250.0,8646950.0,L030,1.847735,-2.991247,1156.560
456350.0,8646950.0,L030,1.973834,-3.080716,1159.533
456450.0,8646950.0,L030,1.981994,-3.148918,1161.593
456550.0,8646950.0,L030,1.908462,-3.195871,1162.683
456650.0,8646950.0,L030,1.790967,-3.221809,1162.761
456750.0,8646950.0,L030,1.666883,-3.227169,1161.806
456850.0,8646950.0,L030,1.571592,-3.212574,1159.812
456950.0,8646950.0,L030,1.537068,-3.178823,1156.797
457050.0,8646950.0,L030,1.590679,-3.126869,1152.792
457150.0,8646950.0,L030,1.754247,-3.057801,1147.848
457250.0,8646950.0,L030,2.043371,-2.972825,1142.033
457350.0,8646950.0,L030,2.467042,-2.873244,1135.427
457450.0,8646950.0,L030,3.027534,-2.760434,1128.122
457550.0,8646950.0,L030,3.720573,-2.635826,1120.220
457650.0,8646950.0,L030,4.535766,-2.500887,1111.829
457750.0,8646950.0,L030,5.457250,-2.357096,1103.060
457850.0,8646950.0,L030,6.464522,-2.205929,1094.027
457950.0,8646950.0,L030,7.533425,-2.048839,1084.840
458050.0,8646950.0,L030,8.637217,-1.887241,1075.608
458150.0,8646950.0,L030,9.747702,-1.722495,1066.430
458250.0,8646950.0,L030,10.836381,-1.555897,1057.401
458350.0,8646950.0,L030,11.875563,-1.388663,1048.604
458450.0,8646950.0,L030,12.839435,-1.221922,1040.113
458550.0,8646950.0,L030,13.705028,-1.056709,1031.991
458650.0,8646950.0,L030,14.453068,-0.893960,1024.289
458750.0,8646950.0,L030,15.068683,-0.734503,1017.047
458850.0,8646950.0,L030,15.541936,-0.579064,1010.295
458950.0,8646950.0,L030,15.868184,-0.428263,1004.051
459050.0,8646950.0,L030,16.048238,-0.282612,998.324
459150.0,8646950.0,L030,16.088320,-0.142526,993.117
459250.0,8646950.0,L030,15.999829,-0.008320,988.422
459350.0,8646950.0,L030,15.798918,0.119782,984.226
459450.0,8646950.0,L030,15.505886,0.241642,980.511
459550.0,8646950.0,L030,15.144437,0.357201,977.255
450050.0,8646550.0,L034,-19.546554,-0.880209,1010.133
450150.0,8646550.0,L034,-19.780682,-0.803773,1011.795
450250.0,8646550.0,L034,-19.888854,-0.720612,1013.476
450350.0,8646550.0,L034,-19.825402,-0.630206,1015.180
450450.0,8646550.0,L034,-19.541553,-0.532057,1016.912
450550.0,8646550.0,L034,-18.985053,-0.425707,1018.673
450650.0,8646550.0,L034,-18.099763,-0.310751,1020.467
450750.0,8646550.0,L034,-16.825368,-0.186855,1022.292
450850.0,8646550.0,L034,-15.097385,-0.053773,1024.148
450950.0,8646550.0,L034,-12.847678,0.088638,1026.032
451050.0,8646550.0,L034,-10.005725,0.240394,1027.940
451150.0,8646550.0,L034,-6.500862,0.401372,1029.866
451250.0,8646550.0,L034,-2.265673,0.571289,1031.802
451350.0,8646550.0,L034,2.759350,0.749691,1033.740
451450.0,8646550.0,L034,8.619937,0.935936,1035.670
451550.0,8646550.0,L034,15.341125,1.129187,1037.579
451650.0,8646550.0,L034,22.919695,1.328404,1039.457
451750.0,8646550.0,L034,31.316529,1.532340,1041.290
451850.0,8646550.0,L034,40.449629,1.739542,1043.066
451950.0,8646550.0,L034,50.188671,1.948361,1044.772
452050.0,8646550.0,L034,60.352000,2.156959,1046.396
452150.0,8646550.0,L034,70.706905,2.363327,1047.926
452250.0,8646550.0,L034,80.973861,2.565306,1049.353
452350.0,8646550.0,L034,90.835088,2.760615,1050.669
452450.0,8646550.0,L034,99.947424,2.946880,1051.869
452550.0,8646550.0,L034,107.959025,3.121671,1052.950
452650.0,8646550.0,L034,114.528960,3.282544,1053.912
452750.0,8646550.0,L034,119.348335,3.427075,1054.761
452850.0,8646550.0,L034,122.161285,3.552915,1055.504
452950.0,8646550.0,L034,122.784012,3.657823,1056.154
453050.0,8646550.0,L034,121.120085,3.739719,1056.729
453150.0,8646550.0,L034,117.170479,3.796726,1057.249
453250.0,8646550.0,L034,111.037232,3.827207,1057.741
453350.0,8646550.0,L034,102.920186,3.829806,1058.236
453450.0,8646550.0,L034,93.106911,3.803480,1058.768
453550.0,8646550.0,L034,81.956557,3.747525,1059.375
453650.0,8646550.0,L034,69.878947,3.661600,1060.099
453750.0,8646550.0,L034,57.310652,3.545738,1060.984
453850.0,8646550.0,L034,44.690001,3.400357,1062.075
453950.0,8646550.0,L034,32.433047,3.226258,1063.417
454050.0,8646550.0,L034,20.912265,3.024618,1065.054
454150.0,8646550.0,L034,10.439482,2.796975,1067.030
454250.0,8646550.0,L034,1.253992,2.545210,1069.383
454350.0,8646550.0,L034,-6.483672,2.271511,1072.146
454450.0,8646550.0,L034,-12.692380,1.978352,1075.347
454550.0,8646550.0,L034,-17.366001,1.668443,1079.003
454650.0,8646550.0,L034,-20.564847,1.344698,1083.126
454750.0,8646550.0,L034,-22.404101,1.010184,1087.712
454850.0,8646550.0,L034,-23.040445,0.668078,1092.749
454950.0,8646550.0,L034,-22.658095,0.321617,1098.210
455050.0,8646550.0,L034,-21.455315,-0.025944,1104.056
455150.0,8646550.0,L034,-19.632253,-0.371384,1110.234
455250.0,8646550.0,L034,-17.380725,-0.711555,1116.678
455350.0,8646550.0,L034,-14.876291,-1.043427,1123.309
455450.0,8646550.0,L034,-12.272718,-1.364124,1130.037
455550.0,8646550.0,L034,-9.698722,-1.670957,1136.761
455650.0,8646550.0,L034,-7.256730,-1.961458,1143.373
455750.0,8646550.0,L034,-5.023260,-2.233400,1149.759
455850.0,8646550.0,L034,-3.050511,-2.484821,1155.800
455950.0,8646550.0,L034,-1.368750,-2.714038,1161.379
456050.0,8646550.0,L034,0.010897,-2.919659,1166.379
456150.0,8646550.0,L034,1.093504,-3.100587,1170.691
456250.0,8646550.0,L034,1.897474,-3.256025,1174.212
456350.0,8646550.0,L034,2.451823,-3.385468,1176.851
456450.0,8646550.0,L034,2.793641,-3.488701,1178.531
456550.0,8646550.0,L034,2.965716,-3.565786,1179.191
456650.0,8646550.0,L034,3.014274,-3.617050,1178.786
456750.0,8646550.0,L034,2.986793,-3.643065,1177.293
456850.0,8646550.0,L034,2.929901,-3.644633,1174.707
456950.0,8646550.0,L034,2.887380,-3.622762,1171.041
457050.0,8646550.0,L034,2.898356,-3.578642,1166.330
457150.0,8646550.0,L034,2.995742,-3.513626,1160.625
457250.0,8646550.0,L034,3.205043,-3.429200,1153.997
457350.0,8646550.0,L034,3.543570,-3.326957,1146.528
457450.0,8646550.0,L034,4.020121,-3.208578,1138.314
457550.0,8646550.0,L034,4.635102,-3.075800,1129.463
457650.0,8646550.0,L034,5.381074,-2.930395,1120.087
457750.0,8646550.0,L034,6.243633,-2.774145,1110.304
457850.0,8646550.0,L034,7.202555,-2.608822,1100.232
457950.0,8646550.0,L034,8.233106,-2.436166,1089.991
458050.0,8646550.0,L034,9.307430,-2.257865,1079.694
458150.0,8646550.0,L034,10.395953,-2.075539,1069.449
458250.0,8646550.0,L034,11.468735,-1.890727,1059.358
458350.0,8646550.0,L034,12.496734,-1.704872,1049.511
458450.0,8646550.0,L034,13.452956,-1.519310,1039.989
458550.0,8646550.0,L034,14.313455,-1.335266,1030.863
458650.0,8646550.0,L034,15.058195,-1.153841,1022.190
458750.0,8646550.0,L034,15.671727,-0.976016,1014.017
458850.0,8646550.0,L034,16.143700,-0.802645,1006.379
458950.0,8646550.0,L034,16.469182,-0.634459,999.302
459050.0,8646550.0,L034,16.648788,-0.472063,992.801
459150.0,8646550.0,L034,16.688616,-0.315947,986.880
459250.0,8646550.0,L034,16.599985,-0.166484,981.539
459350.0,8646550.0,L034,16.398998,-0.023943,976.768
459450.0,8646550.0,L034,16.105926,0.111511,972.552
459550.0,8646550.0,L034,15.744456,0.239801,968.873
450050.0,8646150.0,L038,-18.921051,-0.797613,1026.142
450150.0,8646150.0,L038,-19.142184,-0.707290,1028.435
450250.0,8646150.0,L038,-19.231565,-0.608408,1030.751
450350.0,8646150.0,L038,-19.141364,-0.500300,1033.097
450450.0,8646150.0,L038,-18.820037,-0.382327,1035.478
450550.0,8646150.0,L038,-18.211867,-0.253895,1037.898
450650.0,8646150.0,L038,-17.256493,-0.114479,1040.361
450750.0,8646150.0,L038,-15.888602,0.036361,1042.865
450850.0,8646150.0,L038,-14.037981,0.198956,1045.410
450950.0,8646150.0,L038,-11.630171,0.373505,1047.992
451050.0,8646150.0,L038,-8.587981,0.560055,1050.606
451150.0,8646150.0,L038,-4.834115,0.758474,1053.243
451250.0,8646150.0,L038,-0.295105,0.968437,1055.893
451350.0,8646150.0,L038,5.093353,1.189402,1058.544
451450.0,8646150.0,L038,11.379702,1.420595,1061.182
451550.0,8646150.0,L038,18.588696,1.660997,1063.790
451650.0,8646150.0,L038,26.712886,1.909339,1066.353
451750.0,8646150.0,L038,35.704062,2.164091,1068.851
451850.0,8646150.0,L038,45.465525,2.423473,1071.266
451950.0,8646150.0,L038,55.846135,2.685453,1073.580
452050.0,8646150.0,L038,66.637193,2.947770,1075.775
452150.0,8646150.0,L038,77.573082,3.207948,1077.832
452250.0,8646150.0,L038,88.336417,3.463326,1079.738
452350.0,8646150.0,L038,98.568115,3.711092,1081.478
452450.0,8646150.0,L038,107.882321,3.948320,1083.043
452550.0,8646150.0,L038,115.885651,4.172015,1084.424
452650.0,8646150.0,L038,122.199638,4.379161,1085.619
452750.0,8646150.0,L038,126.484847,4.566776,1086.628
452850.0,8646150.0,L038,128.464714,4.731961,1087.458
452950.0,8646150.0,L038,127.947056,4.871961,1088.118
453050.0,8646150.0,L038,124.841210,4.984215,1088.625
453150.0,8646150.0,L038,119.169044,5.066413,1089.001
453250.0,8646150.0,L038,111.068605,5.116544,1089.271
453350.0,8646150.0,L038,100.789777,5.132938,1089.469
453450.0,8646150.0,L038,88.682083,5.114313,1089.630
453550.0,8646150.0,L038,75.175525,5.059799,1089.796
453650.0,8646150.0,L038,60.755961,4.968972,1090.012
453750.0,8646150.0,L038,45.937057,4.841862,1090.326
453850.0,8646150.0,L038,31.231094,4.678966,1090.787
453950.0,8646150.0,L038,17.120949,4.481245,1091.446
454050.0,8646150.0,L038,4.035373,4.250112,1092.353
454150.0,8646150.0,L038,-7.670743,3.987414,1093.555
454250.0,8646150.0,L038,-17.729934,3.695408,1095.097
454350.0,8646150.0,L038,-25.969037,3.376717,1097.018
454450.0,8646150.0,L038,-32.309441,3.034299,1099.350
454550.0,8646150.0,L038,-36.761364,2.671393,1102.119
454650.0,8646150.0,L038,-39.413197,2.291468,1105.337
454750.0,8646150.0,L038,-40.417298,1.898174,1109.010
454850.0,8646150.0,L038,-39.973708,1.495279,1113.127
454950.0,8646150.0,L038,-38.313258,1.086617,1117.668
455050.0,8646150.0,L038,-35.681387,0.676029,1122.597
455150.0,8646150.0,L038,-32.323739,0.267309,1127.865
455250.0,8646150.0,L038,-28.474286,-0.135846,1133.409
455350.0,8646150.0,L038,-24.346416,-0.529887,1139.153
455450.0,8646150.0,L038,-20.127044,-0.911456,1145.010
455550.0,8646150.0,L038,-15.973563,-1.277425,1150.882
455650.0,8646150.0,L038,-12.013173,-1.624931,1156.662
455750.0,8646150.0,L038,-8.344013,-1.951401,1162.237
455850.0,8646150.0,L038,-5.037437,-2.254577,1167.490
455950.0,8646150.0,L038,-2.140824,-2.532532,1172.305
456050.0,8646150.0,L038,0.319567,-2.783682,1176.565
456150.0,8646150.0,L038,2.336042,-3.006786,1180.161
456250.0,8646150.0,L038,3.917313,-3.200954,1182.990
456350.0,8646150.0,L038,5.086706,-3.365632,1184.960
456450.0,8646150.0,L038,5.880532,-3.500602,1185.994
456550.0,8646150.0,L038,6.346358,-3.605959,1186.029
456650.0,8646150.0,L038,6.540956,-3.682102,1185.019
456750.0,8646150.0,L038,6.527762,-3.729704,1182.939
456850.0,8646150.0,L038,6.373834,-3.749698,1179.781
456950.0,8646150.0,L038,6.146446,-3.743244,1175.558
457050.0,8646150.0,L038,5.909548,-3.711704,1170.301
457150.0,8646150.0,L038,5.720424,-3.656617,1164.061
457250.0,8646150.0,L038,5.626856,-3.579665,1156.904
